Date,Open,High,Low,Close,Adj Close,Volume
2018-08-23,23.350000,23.379999,23.110001,23.240000,22.957636,97800
2018-08-24,23.260000,23.360001,23.170000,23.219999,22.937878,83900
2018-08-27,23.190001,23.790001,23.100000,23.660000,23.372534,141200
2018-08-28,23.660000,23.680000,23.250000,23.389999,23.105812,50000
2018-08-29,23.320000,23.500000,23.100000,23.170000,22.888485,42000
2018-08-30,23.180000,23.180000,22.889999,22.940001,22.661282,113500
2018-08-31,22.879999,23.070000,22.650000,22.770000,22.493345,77600
2018-09-04,22.709999,22.799999,22.370001,22.420000,22.147596,61600
2018-09-05,22.350000,22.480000,22.250000,22.379999,22.108082,95500
2018-09-06,22.459999,22.459999,22.270000,22.400000,22.127840,87100
2018-09-07,22.370001,22.770000,22.230000,22.650000,22.374804,103700
2018-09-10,22.750000,22.799999,22.190001,22.370001,22.098206,89800
2018-09-11,22.309999,22.629999,22.200001,22.580000,22.305655,108000
2018-09-12,22.530001,22.680000,22.150000,22.400000,22.127840,102100
2018-09-13,22.430000,22.670000,22.250000,22.290001,22.019178,63200
2018-09-14,22.290001,22.559999,22.230000,22.430000,22.157476,59600
2018-09-17,22.430000,22.570000,22.150000,22.160000,21.890757,54500
2018-09-18,22.150000,22.420000,22.000000,22.100000,21.831486,142500
2018-09-19,22.049999,22.139999,21.950001,22.049999,21.782091,147600
2018-09-20,22.139999,22.490000,22.129999,22.450001,22.177235,70800
2018-09-21,22.469999,22.549999,22.370001,22.379999,22.108082,335600
2018-09-24,22.330000,22.559999,21.889999,21.910000,21.643795,104900
2018-09-25,21.910000,22.080000,21.809999,21.850000,21.584526,107200
2018-09-26,21.889999,22.129999,21.670000,21.790001,21.525253,170700
2018-09-27,21.700001,21.820000,21.520000,21.530001,21.268412,82200
2018-09-28,21.520000,21.700001,21.490000,21.549999,21.288168,98900
2018-10-01,21.530001,21.889999,21.500000,21.709999,21.446224,91200
2018-10-02,21.770000,21.809999,21.440001,21.459999,21.199263,92200
2018-10-03,21.600000,21.600000,21.139999,21.170000,20.912786,75000
2018-10-04,21.080000,21.090000,20.660000,20.780001,20.527527,85200
2018-10-05,20.830000,20.830000,20.420000,20.760000,20.507769,75600
2018-10-08,20.750000,20.889999,20.590000,20.809999,20.557159,57100
2018-10-09,20.760000,20.950001,20.709999,20.760000,20.507769,45900
2018-10-10,20.760000,20.930000,20.580000,20.610001,20.359591,97200
2018-10-11,20.570000,20.740000,20.209999,20.260000,20.013844,124300
2018-10-12,20.510000,20.520000,20.250000,20.469999,20.221289,140800
2018-10-15,20.420000,20.570000,20.030001,20.410000,20.162022,84800
2018-10-16,20.490000,20.709999,20.350000,20.670000,20.418861,69400
2018-10-17,20.629999,20.790001,20.590000,20.650000,20.399103,85700
2018-10-18,20.580000,20.580000,20.070000,20.230000,19.984205,81100
2018-10-19,20.190001,20.459999,20.049999,20.049999,19.806393,53400
2018-10-22,20.010000,20.110001,19.670000,19.799999,19.559431,65600
2018-10-23,19.600000,19.850000,19.200001,19.440001,19.203804,110100
2018-10-24,19.370001,19.549999,19.160000,19.160000,18.927206,74800
2018-10-25,19.230000,19.510000,19.139999,19.320000,19.085262,90300
2018-10-26,19.120001,19.350000,18.900000,19.170000,18.937086,101300
2018-10-29,19.290001,19.520000,18.790001,18.889999,18.660486,68200
2018-10-30,18.910000,19.120001,18.540001,18.870001,18.640732,254400
2018-10-31,19.110001,19.290001,18.889999,19.059999,18.828423,175300
2018-11-01,18.780001,18.780001,14.570000,14.970000,14.788116,822500
2018-11-02,15.020000,15.420000,14.900000,15.340000,15.153620,305000
2018-11-05,15.300000,16.629999,15.300000,15.730000,15.538881,263000
2018-11-06,15.750000,16.230000,15.740000,16.120001,15.924143,133600
2018-11-07,16.090000,16.350000,15.700000,16.209999,16.013048,205300
2018-11-08,16.770000,17.559999,16.730000,17.010000,16.803331,271700
2018-11-09,17.100000,17.469999,16.950001,17.200001,17.066271,229800
2018-11-12,17.059999,17.230000,16.870001,17.049999,16.917435,146300
2018-11-13,16.900000,17.330000,16.900000,16.920000,16.788446,139700
2018-11-14,16.969999,16.990000,16.200001,16.290001,16.163345,216600
2018-11-15,16.240000,16.530001,16.110001,16.480000,16.351868,115700
2018-11-16,16.389999,16.709999,16.320000,16.610001,16.480858,93000
2018-11-19,16.549999,16.629999,16.129999,16.139999,16.014511,128600
2018-11-20,15.990000,16.320000,15.630000,15.670000,15.548165,171100
2018-11-21,15.770000,16.600000,15.770000,16.410000,16.282412,121700
2018-11-23,16.389999,16.389999,16.100000,16.150000,16.024433,32300
2018-11-26,16.330000,16.480000,16.059999,16.360001,16.232800,143000
2018-11-27,16.340000,16.340000,16.110001,16.219999,16.093889,83900
2018-11-28,16.240000,16.500000,16.049999,16.500000,16.371712,147700
2018-11-29,16.469999,16.870001,16.340000,16.790001,16.659458,174100
2018-11-30,16.790001,17.049999,16.480000,17.040001,16.907515,177100
2018-12-03,17.100000,17.480000,16.790001,17.190001,17.056347,236800
2018-12-04,17.299999,17.389999,16.450001,16.510000,16.381636,300000
2018-12-06,16.299999,16.629999,16.000000,16.459999,16.332022,324900
2018-12-07,16.459999,16.580000,15.980000,16.040001,15.915289,147200
2018-12-10,16.020000,16.280001,15.640000,16.110001,15.984745,152200
2018-12-11,16.160000,16.340000,15.910000,16.059999,15.935132,75500
2018-12-12,16.290001,16.680000,16.059999,16.410000,16.282412,403600
2018-12-13,16.400000,16.469999,15.690000,15.770000,15.647388,102200
2018-12-14,15.660000,15.710000,15.460000,15.470000,15.349721,147300
2018-12-17,15.400000,15.400000,14.720000,14.770000,14.655164,181400
2018-12-18,14.880000,15.190000,14.740000,14.860000,14.744463,169600
2018-12-19,14.860000,15.430000,14.860000,14.890000,14.774230,121000
2018-12-20,14.850000,15.160000,14.750000,14.760000,14.645241,140800
2018-12-21,14.880000,15.250000,14.700000,14.710000,14.595629,355100
2018-12-24,14.630000,14.770000,14.500000,14.500000,14.387262,135500
2018-12-26,14.520000,15.170000,14.520000,15.130000,15.012364,237300
2018-12-27,14.950000,15.350000,14.860000,15.330000,15.210808,200700
2018-12-28,15.310000,15.780000,15.310000,15.610000,15.488631,158700
2018-12-31,15.640000,15.710000,15.300000,15.500000,15.379487,150100
2019-01-02,15.320000,15.860000,15.290000,15.590000,15.468788,129600
2019-01-03,15.510000,15.710000,15.270000,15.390000,15.270343,136500
2019-01-04,15.530000,16.080000,15.530000,15.940000,15.816066,182700
2019-01-07,15.940000,16.200001,15.810000,16.129999,16.004587,79600
2019-01-08,16.280001,16.510000,16.230000,16.490000,16.361790,101500
2019-01-09,16.500000,16.870001,16.490000,16.580000,16.451090,61700
2019-01-10,16.570000,16.879999,16.500000,16.639999,16.510624,80500
2019-01-11,16.540001,17.020000,16.500000,16.980000,16.847979,91600
2019-01-14,16.860001,17.070000,16.780001,16.860001,16.728914,97800
2019-01-15,16.820000,17.000000,16.580000,16.990000,16.857903,107800
2019-01-16,17.070000,17.389999,16.969999,17.000000,16.867825,133500
2019-01-17,17.780001,19.379999,17.760000,19.260000,19.110252,846900
2019-01-18,19.330000,19.790001,19.100000,19.629999,19.477375,321400
2019-01-22,19.400000,19.870001,18.820000,19.680000,19.526987,171900
2019-01-23,19.770000,19.910000,19.400000,19.660000,19.507143,126400
2019-01-24,19.700001,19.780001,19.530001,19.750000,19.596443,69400
2019-01-25,19.959999,19.959999,19.420000,19.430000,19.278933,70500
2019-01-28,19.400000,19.750000,19.400000,19.680000,19.526987,83100
2019-01-29,19.690001,19.840000,19.559999,19.709999,19.556753,82800
2019-01-30,19.820000,19.850000,19.500000,19.610001,19.457531,137800
2019-01-31,19.540001,19.660000,19.290001,19.450001,19.298777,95000
2019-02-01,19.610001,19.760000,19.320000,19.709999,19.556753,74800
2019-02-04,19.600000,19.840000,19.600000,19.740000,19.586519,83800
2019-02-05,19.730000,19.879999,19.629999,19.750000,19.596443,55600
2019-02-06,19.770000,19.790001,19.330000,19.410000,19.259087,76400
2019-02-07,19.340000,19.480000,18.889999,19.290001,19.140020,94500
2019-02-08,19.150000,19.150000,18.549999,18.740000,18.666872,79400
2019-02-11,18.700001,19.180000,18.549999,18.920000,18.846170,164600
2019-02-12,18.900000,19.440001,18.850000,19.379999,19.304375,126800
2019-02-13,19.549999,19.670000,19.350000,19.410000,19.334259,45800
2019-02-14,19.299999,19.500000,19.090000,19.129999,19.055349,89700
2019-02-15,19.200001,19.639999,19.180000,19.590000,19.513556,146000
2019-02-19,19.500000,19.600000,19.100000,19.549999,19.473711,138100
2019-02-20,19.660000,20.059999,19.520000,19.920000,19.842268,133400
2019-02-21,19.740000,20.790001,19.530001,20.190001,20.111216,167000
2019-02-22,20.389999,21.080000,20.379999,21.000000,20.918055,434100
2019-02-25,21.100000,21.340000,20.940001,21.170000,21.087391,145900
2019-02-26,21.170000,21.540001,21.040001,21.160000,21.077429,158600
2019-02-27,21.139999,21.290001,20.799999,20.980000,20.898132,77400
2019-02-28,20.879999,21.100000,20.590000,21.010000,20.928015,124400
2019-03-01,21.160000,21.430000,21.040001,21.430000,21.346376,95300
2019-03-04,21.520000,21.610001,21.320000,21.389999,21.306532,103900
2019-03-05,21.410000,21.650000,21.280001,21.549999,21.465906,110900
2019-03-06,21.480000,21.480000,20.660000,20.780001,20.698914,94700
2019-03-07,20.809999,20.809999,20.340000,20.570000,20.489731,95800
2019-03-08,20.410000,21.100000,20.410000,20.990000,20.908092,138000
2019-03-11,21.030001,21.100000,20.709999,20.889999,20.808483,74500
2019-03-12,20.790001,20.910000,20.340000,20.370001,20.290514,101800
2019-03-13,20.299999,20.330000,19.990000,20.100000,20.021566,103600
2019-03-14,20.139999,20.180000,19.900000,19.950001,19.872152,73600
2019-03-15,19.950001,20.059999,19.650000,19.690001,19.613167,252800
2019-03-18,19.760000,20.059999,19.760000,20.010000,19.931917,165900
2019-03-19,20.010000,20.330000,19.990000,20.090000,20.011604,79500
2019-03-20,20.049999,20.049999,19.389999,19.430000,19.354181,127900
2019-03-21,19.430000,19.760000,19.379999,19.590000,19.513556,98000
2019-03-22,19.510000,19.530001,18.799999,18.830000,18.756521,131600
2019-03-25,18.840000,19.000000,18.559999,18.910000,18.836210,117000
2019-03-26,18.990000,19.190001,18.940001,19.139999,19.065311,39700
2019-03-27,19.040001,19.230000,18.879999,19.110001,19.035429,74900
2019-03-28,19.180000,19.290001,19.040001,19.219999,19.144999,57100
2019-03-29,19.180000,19.330000,18.969999,19.250000,19.174883,86700
2019-04-01,19.250000,19.420000,19.139999,19.190001,19.115118,48600
2019-04-02,19.190001,19.299999,18.959999,19.150000,19.075272,79400
2019-04-03,19.049999,19.389999,19.049999,19.139999,19.065311,98900
2019-04-04,19.200001,19.450001,19.200001,19.430000,19.354181,73900
2019-04-05,19.450001,19.600000,19.320000,19.350000,19.274492,40400
2019-04-08,19.270000,19.490000,19.010000,19.459999,19.384062,78300
2019-04-09,19.430000,19.430000,18.850000,18.879999,18.806326,53800
2019-04-10,18.850000,19.170000,18.820000,19.129999,19.055349,51200
2019-04-11,19.120001,19.190001,18.850000,18.860001,18.786406,31700
2019-04-12,19.000000,19.490000,18.870001,19.440001,19.364141,110000
2019-04-15,19.400000,19.440001,19.230000,19.280001,19.204767,45900
2019-04-16,19.360001,19.360001,18.930000,19.059999,18.985624,63100
2019-04-17,19.160000,19.290001,18.889999,19.260000,19.184843,76300
2019-04-18,19.209999,19.430000,19.090000,19.410000,19.334259,57900
2019-04-22,19.309999,19.350000,18.520000,18.680000,18.607107,59700
2019-04-23,18.670000,18.950001,18.610001,18.870001,18.796366,75100
2019-04-24,18.889999,19.340000,18.790001,19.250000,19.174883,102200
2019-04-25,19.120001,19.129999,18.790001,18.840000,18.766483,129700
2019-04-26,18.889999,18.980000,18.629999,18.690001,18.617069,63800
2019-04-29,18.670000,18.860001,18.350000,18.459999,18.387964,132400
2019-04-30,18.520000,18.580000,17.260000,17.549999,17.481516,286700
2019-05-01,17.530001,17.740000,17.250000,17.309999,17.242453,198600
2019-05-02,16.850000,17.940001,16.580000,17.770000,17.700659,280100
2019-05-03,17.969999,18.719999,17.840000,18.299999,18.228588,178500
2019-05-06,17.959999,18.740000,17.959999,18.610001,18.537380,263100
2019-05-07,18.400000,18.750000,18.350000,18.690001,18.617069,179400
2019-05-08,18.629999,19.059999,18.540001,18.740000,18.666872,82700
2019-05-09,18.580000,19.260000,18.500000,19.219999,19.144999,89700
2019-05-10,19.049999,19.500000,19.049999,19.430000,19.430000,72800
2019-05-13,19.139999,19.590000,19.020000,19.430000,19.430000,115600
2019-05-14,19.450001,19.730000,19.290001,19.370001,19.370001,102700
2019-05-15,19.180000,19.760000,19.020000,19.549999,19.549999,81500
2019-05-16,19.600000,19.879999,19.590000,19.650000,19.650000,78900
2019-05-17,19.469999,19.959999,19.469999,19.559999,19.559999,91600
2019-05-20,19.450001,19.879999,19.420000,19.610001,19.610001,92100
2019-05-21,19.680000,20.330000,19.680000,20.309999,20.309999,96500
2019-05-22,20.209999,20.520000,20.049999,20.209999,20.209999,73200
2019-05-23,20.059999,20.379999,19.980000,20.180000,20.180000,71500
2019-05-24,20.290001,20.620001,20.209999,20.570000,20.570000,68500
2019-05-28,20.520000,20.620001,19.629999,19.650000,19.650000,77500
2019-05-29,19.610001,19.610001,19.110001,19.180000,19.180000,83000
2019-05-30,19.260000,19.290001,18.799999,19.000000,19.000000,92700
2019-05-31,18.730000,18.790001,17.809999,18.219999,18.219999,197000
2019-06-03,18.160000,18.459999,18.000000,18.370001,18.370001,193600
2019-06-04,18.500000,19.049999,18.480000,18.969999,18.969999,69100
2019-06-05,18.990000,19.330000,18.510000,18.790001,18.790001,78700
2019-06-06,18.790001,18.850000,18.570000,18.740000,18.740000,86800
2019-06-07,18.870001,19.020000,18.500000,18.799999,18.799999,99000
2019-06-10,18.790001,19.209999,18.780001,18.900000,18.900000,96000
2019-06-11,19.000000,19.139999,18.520000,18.610001,18.610001,84200
2019-06-12,18.570000,19.000000,18.530001,18.820000,18.820000,62300
2019-06-13,19.030001,19.330000,18.930000,19.270000,19.270000,80700
2019-06-14,19.209999,19.660000,19.150000,19.520000,19.520000,46000
2019-06-17,19.559999,19.680000,19.330000,19.400000,19.400000,39100
2019-06-18,19.469999,19.850000,19.299999,19.340000,19.340000,49000
2019-06-19,18.629999,19.430000,18.620001,19.400000,19.400000,65900
2019-06-20,19.570000,19.570000,19.270000,19.350000,19.350000,72700
2019-06-21,19.170000,19.280001,18.969999,19.110001,19.110001,77600
2019-06-24,19.030001,19.260000,18.700001,18.980000,18.980000,72400
2019-06-25,18.920000,18.969999,18.580000,18.730000,18.730000,65900
2019-06-26,18.760000,18.770000,18.510000,18.730000,18.730000,48700
2019-06-27,18.719999,18.920000,18.510000,18.820000,18.820000,60600
2019-06-28,18.820000,19.080000,18.740000,19.010000,19.010000,295200
2019-07-01,19.070000,19.219999,18.570000,18.670000,18.670000,97400
2019-07-02,18.730000,18.870001,18.549999,18.840000,18.840000,42800
2019-07-03,18.799999,18.969999,18.790001,18.950001,18.950001,11700
2019-07-05,18.809999,19.049999,18.660000,19.020000,19.020000,49700
2019-07-08,18.969999,18.969999,18.430000,18.459999,18.459999,39700
2019-07-09,18.420000,18.420000,18.110001,18.230000,18.230000,47000
2019-07-10,18.280001,18.590000,18.209999,18.570000,18.570000,67700
2019-07-11,18.559999,18.610001,18.260000,18.379999,18.379999,40300
